name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,purpose,performance_score
Gigabyte X299 AORUS MASTER,891.42,LGA2066,eatx,128,8,Black / Silver,DDR4,Design,14.84
Biostar X570GT8,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
Asus X299 Edition 30,388.57,LGA2066,atx,256,8,Silver / Black,DDR4,Design,20.0
ASRock H410M-HDVP,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
EVGA Z490 FTW WIFI,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus Pro Q470M-C/CSM,183.3,LGA1200,micro atx,128,4,Green,DDR4,Gaming,12.52
Supermicro C9X299-RPGF,648.42,LGA2066,atx,256,8,Black,DDR4,Design,20.0
ASRock Z490D4U-2L2T,281.72,LGA1200,micro atx,128,4,Green / Blue,DDR4,Gaming,12.52
Asus PRIME A520M-E/CSM,95.9,AM4,micro atx,64,2,Black,DDR4,Office,7.61
MSI X299 PRO 10G,648.42,LGA2066,atx,256,8,Black,DDR4,Design,20.0
MSI X299-A PRO,648.42,LGA2066,atx,256,8,Black,DDR4,Design,20.0
Biostar B560GTQ,177.1,LGA1200,micro atx,128,4,Blue / Black,DDR4,Gaming,12.52
Biostar H610MX-E,120.82,LGA1700,micro atx,64,2,Gray / Black,DDR4,Office,8.39
Biostar B660M-SILVER,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus PRIME B650M-A WIFI-CSM,143.48,AM5,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Asus PRIME H410M-F,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Asus PRIME H610M-F D4-CSM,108.47,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
Asus PRO H610M-C D4-CSM,109.49,LGA1700,micro atx,64,2,Green / Black,DDR4,Office,8.39
Asus EX-B660M-V5-PRO-D4,129.17,LGA1700,micro atx,64,2,Red / Black,DDR4,Office,8.39
MSI Z590M PRO,203.67,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
Biostar B45M2,144.85,AM4,micro atx,32,2,Black / Silver,DDR4,General,6.32
Biostar H510MX/E 2.0,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Biostar B560MHP 2.0,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Asus PRIME B760M-A-CSM,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Biostar B650MXC PRO,165.6,AM5,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Asus PRIME B760M-K-CSM,127.07,LGA1700,micro atx,96,2,Silver / Black,DDR4,Office,9.68
Gigabyte A620M S2H (rev. 1.0),116.51,AM5,micro atx,96,2,Black,DDR5,Office,9.68
ASRock H610M-HDVP/D5 R2.0,109.06,LGA1700,micro atx,96,2,Black,DDR4,Office,9.68
Asus PRIME H770-PLUS-CSM,409.24,LGA1700,atx,192,4,Silver / Black,DDR5,Gaming,15.48
Biostar X370GT3,121.35,AM4,micro atx,64,4,Black / White,DDR4,Office,9.55
Gigabyte GA-H55M-USB3,209.63,LGA1156,micro atx,16,4,Blue / White,DDR3,General,5.68
Gigabyte GA-H55N-USB3,212.63,LGA1156,mini itx,8,2,Blue / White,DDR3,General,3.42
Intel DH57JG,210.48,LGA1156,mini itx,8,2,Blue,DDR3,General,3.42
Asus P7H57D-V EVO,293.52,LGA1156,atx,16,4,Black / Blue,DDR3,General,5.68
Gigabyte GA-H57M-USB3,209.63,LGA1156,micro atx,16,4,Blue / White,DDR3,General,5.68
EVGA P55V,204.29,LGA1156,micro atx,16,4,Black / Gray,DDR3,General,5.68
Intel DP55KG,293.52,LGA1156,atx,16,4,Black / Blue,DDR3,General,5.68
Gigabyte GA-P55A-UD6,438.87,LGA1156,atx,16,6,Blue / White,DDR3,General,7.61
Asus M4N75TD,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
Zotac GF6100-B-E,194.48,AM3/AM2+,micro atx,4,2,Black / Red,DDR3,General,4.03
MSI 740GM-P25,260.16,AM3,micro atx,8,2,Black / Blue,DDR3,General,3.03
Gigabyte GA-880GM-UD2H,208.57,AM3,micro atx,16,4,Blue / White,DDR3,General,5.29
ASRock A790GMH/128M,210.39,AM3/AM2+/AM2,micro atx,16,4,Unknown,DDR3,General,6.45
Gigabyte GA-880GA-UD3H,328.84,AM3,atx,16,4,Blue / White,DDR3,General,5.29
MSI 890FXA-GD70,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
ASRock 890GX Extreme3,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
Intel DG45FC,185.91,LGA775,mini itx,4,2,Blue / Silver,DDR3,General,2.48
EVGA 170-BL-E762-A1,608.84,LGA1366,xl atx,24,6,Black / Red,DDR3,General,8.71
EVGA 141-BL-E760-A1,521.98,LGA1366,eatx,24,6,Black / Red,DDR3,General,8.71
Intel DG41KR,204.82,LGA775,micro atx,8,2,Green / White,DDR3,General,2.65
Asus P5G41C-M,274.72,LGA775,micro atx,8,4,Black / Blue,DDR3,General,4.58
Zotac H55ITX-A-E,210.48,LGA1156,mini itx,8,2,Black / Yellow,DDR3,General,3.42
Zotac GF9300-I-E,199.12,LGA775,mini itx,8,2,Black / Red,DDR3,General,2.65
Zotac GF9300-A-E,211.47,LGA775,micro atx,16,4,Black / Red,DDR3,General,4.9
EVGA 132-GT-E768-TR,436.65,LGA1366,atx,24,6,Black / Gray,DDR3,General,8.71
MSI NF980-G65,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
Biostar A770E3,325.98,AM3,atx,16,4,Multicolor,DDR3,General,5.29
MSI 790GX-G65,325.98,AM3,atx,16,4,Multicolor,DDR3,General,5.29
MSI 790FX-GD70,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
MSI 880GM-E41,262.54,AM3,micro atx,16,4,Black / Blue,DDR3,General,5.29
MSI 870A Fuzion,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
ASRock A785GM-LE/128M,222.03,AM3/AM2+/AM2,micro atx,8,2,Multicolor,DDR3,General,4.19
ECS A750GM-M (V7.0),199.66,AM3,micro atx,8,2,Unknown,DDR3,General,3.03
MSI 870-G45,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
ASRock K10N78D,371.51,AM2+/AM2,atx,16,4,Unknown,DDR3,General,6.45
MSI H55M-E23,267.54,LGA1156,micro atx,8,2,Black / Blue,DDR3,General,3.42
ECS G41T-R3(V1.0A),204.82,LGA775,micro atx,8,2,Unknown,DDR3,General,2.65
ECS H57H-M (V1.0A),208.49,LGA1156,micro atx,16,4,Black / Red,DDR3,General,5.68
Biostar TA785GE 128M,210.39,AM3/AM2+/AM2,micro atx,16,4,Unknown,DDR3,General,6.45
Intel DG41CN,208.28,LGA775,micro atx,8,2,Multicolor,DDR3,General,2.65
Biostar G41D3,204.18,LGA775,micro atx,8,2,Black / Red,DDR3,General,2.65
Zotac H55ITX-C-E,210.48,LGA1156,mini itx,8,2,Black / Yellow,DDR3,General,3.42
ECS IC780M-A2 (V1.0A),371.51,AM3,atx,16,4,Unknown,DDR3,General,5.29
Gigabyte GA-P67A-UD4,345.27,LGA1155,atx,16,4,Black,DDR3,General,6.06
Asus P8H67-M EVO,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8P67-M,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
MSI P67A-GD65,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8H67-M PRO/CSM,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
MSI H67MA-E45,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
ECS H67H2-I,226.15,LGA1155,mini itx,8,2,Unknown,DDR3,General,3.81
Intel DX58OG,451.36,LGA1366,atx,24,6,Black / Blue,DDR3,General,8.71
Gigabyte GA-M68MT-S2P,199.66,AM3,micro atx,8,2,Blue / White,DDR3,General,3.03
Gigabyte G1.Guerrilla,675.55,LGA1366,eatx,24,6,Unknown,DDR3,General,8.71
Gigabyte GA-H67A-UD3H-B3,328.84,LGA1155,atx,32,4,Blue / White,DDR3,General,6.71
Gigabyte GA-P67A-UD3-B3,328.84,LGA1155,atx,32,4,Blue / White,DDR3,General,6.71
ASRock H67M-ITX,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
Asus P8H67-I DELUXE (REV 3.0),242.64,LGA1155,mini itx,16,2,Unknown,DDR3,General,4.13
Supermicro MBD-C7P67-O,328.48,LGA1155,atx,32,4,Green / Black,DDR3,General,6.71
MSI 870S-G46,293.52,AM3,atx,32,4,Black / Blue,DDR3,General,5.94
Gigabyte GA-H61M-USB3-B3,296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Zotac H67ITX-C-E,229.09,LGA1155,mini itx,16,2,Black / Yellow,DDR3,General,4.13
Biostar H61ML,303.67,LGA1155,micro atx,8,2,Black / Red,DDR3,General,3.81
Biostar A870U3,311.94,AM3,atx,16,4,Black / Red,DDR3,General,5.29
MSI PH67S-C43 (B3),371.51,LGA1155,atx,32,4,Unknown,DDR3,General,6.71
Intel DH67GDB3,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
Gigabyte GA-X58A-OC,433.97,LGA1366,atx,24,6,Black / Orange,DDR3,General,8.71
Gigabyte GA-Z68X-UD4-B3,345.27,LGA1155,atx,32,4,Black,DDR3,General,6.71
ASRock Z68 Pro3,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ASRock Z68 Extreme4,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus E35M1-I,208.91,INTEGRATED E-SERIES E-350,mini itx,8,2,Black / Blue,DDR3,General,4.19
ASRock Fatal1ty P67 Performance,311.94,LGA1155,atx,32,4,Black / Red,DDR3,General,6.71
Biostar TForce 590 SLI Deluxe,364.35,AM2,atx,4,4,Unknown,DDR3,General,5.97
MSI H67MS-E23 (B3),347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Biostar G31-M7G DVI,194.77,LGA775,micro atx,4,2,Unknown,DDR3,General,2.48
Asus P6X58-E PRO,451.5,LGA1366,atx,48,6,Black / Blue,DDR2,General,9.68
Gigabyte GA-Z68XP-UD3P,343.33,LGA1155,atx,32,4,Black / Silver,DDR3,General,6.71
Intel DP67BGB3,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ASRock H61M-GE,350.82,LGA1155,micro atx,16,4,Black / Blue,DDR3,General,6.06
Biostar TH61 ITX,235.38,LGA1155,mini itx,16,2,Black / Red,DDR3,General,4.13
ASRock P67 Transformer (B3),371.51,LGA1156,atx,16,4,Unknown,DDR3,General,5.68
MSI Z68A-GD55 (B3),293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
EVGA 160-SB-E679-K2,523.83,LGA1155,eatx,16,4,Black / Red,DDR3,General,6.06
MSI PH61A-P35 (B3),676.29,LGA1155,atx,16,2,Black / Blue,DDR3,General,4.13
MSI A75A-G35,676.29,FM1,atx,16,2,Black / Blue,DDR3,General,4.52
EVGA 120-SB-E672-KR,303.59,LGA1155,micro atx,16,4,Black / Gray,DDR3,General,6.06
Asus Crosshair V Formula/Thunderbolt,311.94,AM3+,atx,32,4,Black / Red,DDR3,General,7.1
Biostar TA785G3HD,204.06,AM3,micro atx,16,4,Unknown,DDR3,General,5.29
ASRock Z68 Extreme7 Gen3,343.33,LGA1155,atx,32,4,Black / Silver,DDR3,General,6.71
ASRock Z68M-ITX/HT,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
EVGA 160-SB-E689-K2,523.83,LGA1155,eatx,16,4,Black / Red,DDR3,General,6.06
Biostar A55MH,195.83,FM1,micro atx,16,2,Black / Red,DDR3,General,4.52
Jetway JTA75MG,202.27,FM1,micro atx,8,2,Black / Red,DDR3,General,4.19
Biostar H61MLB,298.64,LGA1155,micro atx,16,2,Black / Red,DDR3,General,4.13
Biostar H61MLC,298.64,LGA1155,micro atx,16,2,Black / Red,DDR3,General,4.13
Biostar TA990FXE,311.94,AM3+,atx,16,4,Black / Red,DDR3,General,6.45
ECS A990FXM-A V1.0 CFX/CLI,284.78,AM3+,atx,128,4,Unknown,DDR3,Design,10.97
MSI X79A-GD65(8D) Frio Adv,560.06,LGA2011,atx,128,8,Unknown,DDR3,Design,14.84
Gigabyte G1.ASSASSIN2,521.19,LGA2011,eatx,32,4,Black / Green,DDR3,General,7.1
ASRock H61M-GS,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
MSI H61M-P25 (B3),347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Jetway JNF9A-Q67,235.92,LGA1155,mini itx,16,2,Green / Black,DDR3,General,4.13
Jetway JTI61M5,303.67,LGA1155,micro atx,8,2,Black / Red,DDR3,General,3.81
Biostar TPOWER X79,311.94,LGA2011,atx,32,4,Black / Red,DDR3,General,7.1
ASRock 770iCafe,293.52,AM3+/AM3,atx,16,4,Black / Blue,DDR3,General,6.45
Biostar TA970XE,311.94,AM3+,atx,32,4,Black / Red,DDR3,General,7.1
Biostar TZ77XE4,331.75,LGA1155,atx,32,4,Black / Orange,DDR3,General,6.71
Biostar B75MU3+,294.63,LGA1155,micro atx,32,4,Black / Red,DDR3,General,6.71
Biostar A960G+,198.67,AM3+,micro atx,16,2,Black / Red,DDR3,General,4.52
Gigabyte G1.Sniper 3,521.19,LGA1155,eatx,32,4,Black / Green,DDR3,General,6.71
MSI Z77A-GD80,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ECS H77H2-M3(1.0),296.63,LGA1155,micro atx,16,2,Black / Gray,DDR3,General,4.13
ECS H77H2-M,291.78,LGA1155,micro atx,32,4,Black / Gray,DDR3,General,6.71
ECS H61H-G11,488.76,LGA1155,thin mini itx,16,2,Green / Black,DDR3,General,4.13
Biostar A75MG,195.83,FM1,micro atx,16,2,Black / Red,DDR3,General,4.52
ECS A780LM-M2,203.04,AM3,micro atx,8,2,Multicolor,DDR3,General,3.03
ASRock B75M-GL,296.73,LGA1155,micro atx,16,2,Brown / Black,DDR3,General,4.13
EVGA Z77 FTW,523.83,LGA1155,eatx,32,4,Black / Red,DDR3,General,6.71
Asus E45M1-M PRO,267.54,INTEGRATED E-SERIES E-450,micro atx,8,2,Black / Blue,DDR3,General,4.19
Foxconn B75M,284.37,LGA1155,micro atx,32,4,Black,DDR3,General,6.71
ASRock FM2A55M-DGS,187.8,FM2,micro atx,16,2,Brown / Black,DDR3,General,4.52
Biostar Hi-Fi A85S3,155.28,FM2,micro atx,32,2,Black,DDR3,General,5.16
Asus F2A85-V,295.25,FM2,atx,64,4,Black / Blue,DDR3,General,8.39
MSI FM2-A85XMA-E35,243.11,FM2,micro atx,32,2,Black / Blue,DDR3,General,5.16
ASRock B75M-GL R2.0,296.73,LGA1155,micro atx,16,2,Brown / Black,DDR3,General,4.13
Foxconn H77MXV-D,296.73,LGA1155,micro atx,16,2,Blue,DDR3,General,4.13
Gigabyte G1.SNIPER 5,521.19,LGA1150,eatx,32,4,Black / Green,DDR3,General,7.1
ASRock Z87M Extreme4,205.8,LGA1150,micro atx,32,4,Brown / Black,DDR3,General,7.1
MSI Z87 MPOWER Max,325.98,LGA1150,atx,32,4,Black / Yellow,DDR3,General,7.1
MSI H87M-G43,265.45,LGA1150,micro atx,32,4,Black / Blue,DDR3,General,7.1
ECS H87H3-M(1.0),203.52,LGA1150,micro atx,32,4,Black / Gray,DDR3,General,7.1
ECS B85H3-M3(1.0),186.37,LGA1150,micro atx,16,2,Black / Gray,DDR3,General,4.52
ASRock Z87 OC Formula/ac,515.19,LGA1150,eatx,32,4,Black / Yellow,DDR3,General,7.1
ECS Z87H3-A2X GOLDEN,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Supermicro C7Z87-OCE,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Asus Z87I-Pro Mini-ITX,305.87,LGA1150,mini itx,16,2,Black / Gold,DDR3,General,4.52
MSI FM2-A75MA-P33,255.52,FM2,micro atx,16,2,Black / Blue,DDR3,General,4.52
ASRock C226WS,299.89,LGA1150,atx,32,4,Brown / Black,DDR3,General,7.1
ASRock E3C224,310.56,LGA1150,atx,32,4,Green / Blue,DDR3,General,7.1
MSI Z87-G55,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
MSI Z87 MPOWER SP,325.98,LGA1150,atx,32,4,Black / Yellow,DDR3,General,7.1
EVGA Z87 Stinger,235.04,LGA1150,mini itx,16,2,Black / Red,DDR3,General,4.52
ASRock FM2A88X Extreme6+,300.93,FM2+,atx,64,4,Brown / Black,DDR3,General,8.39
ASRock B85M Pro4/ASM,204.71,LGA1150,micro atx,32,4,Unknown,DDR3,General,7.1
MSI 760GM-P34 (FX) BOM,190.06,AM3+,micro atx,16,2,Unknown,DDR3,General,4.52
MSI H81M-E33 V2,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
MSI A88XM-E35,242.06,FM2+,micro atx,32,2,Black / Blue,DDR3,General,5.16
Biostar A58MD Ver. 6.x,171.45,FM2+,micro atx,32,2,Black / Red,DDR3,General,5.16
MSI H87M-E35,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
MSI A55M-E33,242.06,FM2+,micro atx,32,2,Black / Blue,DDR3,General,5.16
ECS B75H2-M4(V1.0),279.68,LGA1155,micro atx,16,2,Black / White,DDR3,General,4.13
ECS H87H3-TI (V1.0),382.7,LGA1150,thin mini itx,16,2,Black,DDR3,General,4.52
Gigabyte GA-Z87X-HD3,335.15,LGA1150,atx,32,4,Black / Gray,DDR3,General,7.1
Gigabyte GA-970A-DS3P BOM,335.15,AM3+,atx,32,4,Black / Gray,DDR3,General,7.1
Asus Z87-A (NFC Express Edition),409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
MSI CSM-B85M-E45,265.45,LGA1150,micro atx,32,4,Black / Blue,DDR3,General,7.1
Asus H81T/CSM,466.24,LGA1150,thin mini itx,16,2,Black / Gold,DDR3,General,4.52
ASRock Fatal1ty Z87 Professional,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI H81M-E35,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
Foxconn H81MXV,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
ASRock FM2A55M-VG3+,162.26,FM2+,micro atx,32,2,Brown / Black,DDR3,General,5.16
Biostar Hi-Fi H81S2,809.97,LGA1150,atx,16,2,Black / Silver,DDR3,General,4.52
MSI A88XI AC,308.72,FM2+,mini itx,32,2,Black / Silver,DDR3,General,5.16
Asus F2A85-M2,207.86,FM2,micro atx,64,4,Black / Blue,DDR3,Office,8.39
MSI Z97 MPOWER,325.98,LGA1150,atx,32,4,Black / Yellow,DDR3,General,7.1
Asus Z97-DELUXE(NFC&WLC),409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-AM1M-S2P,155.28,AM1,micro atx,32,2,Black,DDR3,General,5.16
ECS H81H3-A3,699.77,LGA1150,atx,16,2,Black / Gray,DDR3,General,4.52
ECS B85H3-M7,186.37,LGA1150,micro atx,16,2,Black / Gray,DDR3,General,4.52
MSI Z97 XPOWER AC,515.19,LGA1150,eatx,32,4,Black / Yellow,DDR3,General,7.1
MSI Z97I AC,308.72,LGA1150,mini itx,16,2,Black / Silver,DDR3,General,4.52
ASRock AM1B-MDH,191.78,AM1,micro atx,16,2,Black / Silver,DDR3,General,4.52
ASRock H97M,254.54,LGA1150,micro atx,16,2,Black / Blue,DDR3,General,4.52
MSI A58M-E35,242.06,FM2+,micro atx,32,2,Black / Blue,DDR3,General,5.16
EVGA X99 FTW,746.68,LGA2011-3,eatx,128,8,Black / Red,DDR3,Design,14.84
MSI B85M Eco,286.72,LGA1150,micro atx,32,4,Black / Green,DDR3,General,7.1
ECS A58F2P-M4(1.0),161.55,FM2+,micro atx,32,2,Black / Gray,DDR3,General,5.16
Gigabyte GA-Z87X-SLI,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Asus SABERTOOTH Z97 MARK1,299.89,LGA1150,atx,32,4,Brown / Black,DDR3,General,7.1
ASRock FM2A88M-HD+_R2.0,166.61,FM2+,micro atx,32,2,Black / Silver,DDR3,General,5.16
Gigabyte GA-X99-Gaming 7 WIFI,696.65,LGA2011-3,eatx,64,8,Black / Red,DDR3,General,12.26
Supermicro C7X99-OCE-F,637.38,LGA2011-3,atx,128,8,Black / Blue,DDR3,Design,14.84
Gigabyte GA-X99-Gaming 5P,746.68,LGA2011-3,eatx,128,8,Black / Red,DDR3,Design,14.84
ASRock QC5000-ITX/PH,230.65,INTEGRATED A4-5000,mini itx,32,2,Black,DDR3,General,5.16
ASRock EP2C612D16SM,724.76,2 X LGA2011-3 NARROW,ssi eeb,1024,16,Green / Blue,DDR4,General,58.71
ASRock Z97X Killer/3.1,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
ASRock Z97 Extreme4/3.1,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
MSI A78M-E35 V2,150.51,FM2+,micro atx,32,2,Black,DDR3,General,5.16
ASRock X99 Extreme6/3.1,637.38,LGA2011-3,atx,128,8,Black / Blue,DDR3,Design,14.84
ASRock Fatal1ty X99X Killer/3.1,589.49,LGA2011-3,atx,128,8,Black / Red,DDR3,Design,14.84
ASRock Fatal1ty X99 Professional/3.1,746.68,LGA2011-3,eatx,128,8,Black / Red,DDR3,Design,14.84
Gigabyte GA-B85M-HD3-A,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
ASRock N3700-ITX,229.45,INTEGRATED PENTIUM N3700,mini itx,16,2,Black,DDR3,General,4.52
Gigabyte GA-B150M-D3H-GSM,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
ASRock B150M Pro4/D3,334.25,LGA1151,micro atx,64,4,Black / Orange,DDR4,Office,8.77
ASRock B150M Pro4S/D3,334.25,LGA1151,micro atx,64,4,Black / Orange,DDR4,Office,8.77
Asus B150M-C D3,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
Gigabyte GA-H170-HD3 DDR3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
ASRock Z170 Extreme3,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
Supermicro MBD-X11SBA-LN4F-O,210.48,INTEGRATED PENTIUM N3700,mini itx,8,2,Green,DDR3,General,4.19
Gigabyte MW31-SP0,399.31,LGA1151,atx,64,4,Black / Blue,DDR4,General,8.77
Gigabyte MW21-SE0,331.95,LGA1151,micro atx,64,4,Black / Blue,DDR4,Office,8.77
Asus B150-PRO D3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
EVGA 141-BL-E757-TR,424.8,LGA1366,atx,24,6,Black / Red,DDR3,General,8.71
Asus H110M-D D3,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
ASRock A68M-ITX,232.13,FM2+,mini itx,32,2,Black / Orange,DDR3,General,5.16
Asus A88X-PLUS/USB 3.1,413.41,FM2+,atx,64,4,Black / Gold,DDR3,General,8.39
Asus H170-PRO/USB 3.1,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
MSI E3 KRAIT GAMING V5,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Biostar RACING Z170GTN,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
Gigabyte GA-X170-WS ECC (rev. 1.0),399.31,LGA1151,atx,64,4,Blue,DDR4,General,8.77
Biostar B250GT5,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Gigabyte GA-Z270X-UD5,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock B150M-DVS R2.0,138.82,LGA1151,micro atx,32,2,Black / Orange,DDR4,General,5.55
ASRock Z170 Pro4/D3,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
Asus PRIME B250M-J,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Gigabyte GA-Z270X-Gaming SOC,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
MSI A68HM GAMING,171.45,FM2+,micro atx,32,2,Black / Red,DDR3,General,5.16
MSI Z270 MPOWER GAMING TITANIUM,399.31,LGA1151,atx,64,4,Silver,DDR4,General,8.77
Gigabyte GA-B250M-EVO (rev. 1.0),145.83,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
ASRock X299 Taichi XE,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
Supermicro C7Z270-CG-L,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
ASRock Fatal1ty X299 Professional Gaming i9 XE,487.41,LGA2066,atx,128,8,Black / Gray,DDR4,Design,14.84
Gigabyte B360 HD3P,392.92,LGA1151,atx,64,4,Silver / Black,DDR4,General,8.77
Gigabyte B360M D3V,138.52,LGA1151,micro atx,32,2,Silver / Black,DDR4,General,5.55
Gigabyte B360M D3P,330.67,LGA1151,micro atx,64,4,Silver / Black,DDR4,Office,8.77
Gigabyte H310M HD2,138.52,LGA1151,micro atx,32,2,Silver / Black,DDR4,General,5.55
Biostar B360GT5S,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Biostar B360GT3S,460.28,LGA1151,micro atx,64,4,Black,DDR4,Office,8.77
Biostar B360MHD PRO,145.83,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
Supermicro C9Z390-CG,499.85,LGA1151,atx,128,4,Black,DDR4,Design,11.35
MSI 785GM-P45,262.54,AM3,micro atx,16,4,Black / Blue,DDR3,General,5.29
Gigabyte X299-WU8,631.62,LGA2066,ssi ceb,128,8,Black / Silver,DDR4,General,14.84
Gigabyte H370M D3H GSM,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Biostar X470GTQ,129.51,AM4,micro atx,64,4,Black / Silver,DDR4,Office,9.55
ASRock H410M-HDVP2,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Biostar Racing Z490T-Silver,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
MSI H410M PRO-C,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
ASRock B560M-HDV-A,138.44,LGA1200,micro atx,64,2,Silver / Black,DDR4,Office,8.0
Gigabyte H410M DS2V V2,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Asus PRIME H510M-A WIFI/CSM,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
ASRock H610M-HDVP/D5,108.47,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
Biostar Z690A-SILVER,243.44,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte H610M HD3P (rev. 1.0),107.97,LGA1700,micro atx,64,2,Brown / Black,DDR4,Office,8.39
Gigabyte B760M AORUS PRO,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Biostar B560MHP,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Biostar A620MP-E PRO,165.6,AM5,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Biostar H610MH D5,108.47,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
Biostar B760MXC PRO,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
