name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,purpose,performance_score
Asus PRIME X399-A,834.25,STR4,eatx,128,8,Black / Silver,DDR4,Design,14.84
MSI Z370 GAMING M5,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus PRIME B360M-K,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
NZXT N7 Z390,399.31,LGA1151,atx,64,4,White / Black,DDR4,General,8.77
Asus TUF GAMING A620-PRO WIFI,296.3,AM5,atx,192,4,Black,DDR5,Gaming,15.48
ASRock X299 Steel Legend,451.08,LGA2066,atx,256,8,Silver / Black,DDR4,Design,20.0
Biostar H610MH,110.19,LGA1700,micro atx,64,2,Gray / Black,DDR4,Office,8.39
MSI Z270 CAMO SQUAD,399.31,LGA1151,atx,64,4,Black / Beige,DDR4,General,8.77
Asus P5QProTurbo,304.03,LGA775,atx,16,4,Multicolor,DDR3,General,4.9
Asus P8Z68-V PRO/GEN3,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Gigabyte GA-Z77X-UD5H,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus H81I-PLUS,305.87,LGA1150,mini itx,16,2,Black / Gold,DDR3,General,4.52
Gigabyte GA-Z97-HD3,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-H81M-S1,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
Asus TUF B360-PRO GAMING,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
MSI MAG B460M MORTAR,203.67,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus PRIME H510M-A/CSM,169.0,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
MSI MAG B460 TORPEDO,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus H97I-PLUS,305.87,LGA1150,mini itx,16,2,Black / Gold,DDR3,General,4.52
Gigabyte GA-Z170-HD3 DDR3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Gigabyte GA-H170-GAMING 3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus TUF X299 MARK 2,388.33,LGA2066,atx,128,8,Black,DDR4,Design,14.84
Asus PRIME B560-PLUS AC-HES,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Gigabyte Z590 AORUS XTREME,848.48,LGA1200,eatx,128,4,Black,DDR4,Gaming,12.52
EVGA X299 MICRO ATX 2,299.99,LGA2066,micro atx,64,4,Black / Silver,DDR4,Office,8.39
Asus PRIME X670-P-CSM,303.32,AM5,atx,128,4,Silver / Black,DDR5,Gaming,12.9
MSI Big Bang-Marshal (B3),300.16,LGA1155,xl atx,32,4,Black / Blue,DDR3,General,6.71
Gigabyte GA-B75M-D3V,296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Asus Z170M-PLUS,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
ASRock H270M-ITX/ac,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
Asus TUF Z370 Pro Gaming,399.31,LGA1151,atx,64,4,Black / Yellow,DDR4,General,8.77
Asus ROG STRIX B350-I GAMING,245.73,AM4,mini itx,32,2,Black / Silver,DDR4,General,6.32
ASRock B360M-HDV,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
ASRock Z390 Taichi,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Asus TUF Z390-PLUS GAMING,367.02,LGA1151,atx,128,4,Black / Gold,DDR4,Design,11.35
Asus PRIME Z490-V,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
MSI PRO B760M-G DDR4,109.19,LGA1700,micro atx,64,2,Black,DDR4,Office,8.39
Gigabyte B560I AORUS PRO AX,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
Asus PRIME H510M-D,227.0,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
MSI MEG Z590I UNIFY,205.72,LGA1200,mini itx,64,2,Black,DDR4,Office,8.0
MSI MAG B660 TOMAHAWK EVA e-PROJECT,295.26,LGA1700,atx,128,4,Purple / Black,DDR5,Gaming,12.9
Asus H170M-PLUS,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
MSI H110M PRO-VH PLUS,138.82,LGA1151,micro atx,32,2,Brown,DDR4,General,5.55
Asus TUF Z370-Plus Gaming II,399.31,LGA1151,atx,64,4,Black / Yellow,DDR4,General,8.77
MSI MAG B460M BAZOOKA,203.67,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte B760 AORUS MASTER DDR4,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock B460M Steel Legend,202.24,LGA1200,micro atx,128,4,Black / Silver,DDR4,Gaming,12.52
ASRock H510M-HDV,138.44,LGA1200,micro atx,64,2,Silver / Black,DDR4,Office,8.0
Asus P8H61-I R2.0,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
Asus H81M-A,173.73,LGA1150,micro atx,16,2,Black / Gold,DDR3,General,4.52
ASRock X99E-ITX/ac,215.81,LGA2011-3 NARROW,mini itx,32,2,Black / Blue,DDR3,General,5.16
Gigabyte GA-Z170MX-Gaming 5,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
ASRock X399D8A-2T,715.81,STR4,atx,256,8,Green / Blue,DDR4,Design,20.0
ASRock H410M-HDV/M.2,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Gigabyte B560M D3H,171.83,LGA1200,micro atx,128,4,Brown / Black,DDR4,Gaming,12.52
Gigabyte B660-AORUS-ELITE-AX-DDR4,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
ASRock Z590 Phantom Gaming 4,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
Asus Z97-PRO(Wi-Fi ac),409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Asus Z97-A/USB 3.1,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Asus PRIME B250M-PLUS,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
MSI Z270 GAMING M7,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Gigabyte GA-H110-D3A,257.8,LGA1151,atx,32,2,Black,DDR4,General,5.55
Asus ROG MAXIMUS XI CODE,499.85,LGA1151,atx,128,4,Black,DDR4,Design,11.35
Asus ROG STRIX B365-F GAMING,399.31,LGA1151,atx,64,4,Unknown,DDR4,General,8.77
Supermicro MBD-X11SSM-F-O,269.99,LGA1151,micro atx,64,4,Green,DDR4,Office,8.77
Gigabyte GA-H81M-H,186.43,LGA1150,micro atx,16,2,Black / Silver,DDR3,General,4.52
MSI Z170A GAMING M3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus SABERTOOTH Z170 S,399.31,LGA1151,atx,64,4,White / Gray,DDR4,General,8.77
MSI Z270 TOMAHAWK ARCTIC,399.31,LGA1151,atx,64,4,White,DDR4,General,8.77
Gigabyte Z390 DESIGNARE,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Biostar B450MHP,114.11,AM4,micro atx,64,2,Black / Silver,DDR4,Office,7.61
ASRock H610M-ITX/eDP,153.03,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Supermicro X11SCL-LN4F,493.1,LGA1151,micro atx,128,4,Green,DDR4,Office,11.35
Biostar B760MX2-E D4,109.19,LGA1700,micro atx,64,2,Black,DDR4,Office,8.39
Asus PRIME Z270-AR,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Asus Sabertooth X58,424.17,LGA1366,atx,24,6,Brown / Black,DDR3,General,8.71
Gigabyte GA-Z77-D3H,328.84,LGA1155,atx,32,4,Blue / White,DDR3,General,6.71
ASRock H61M-VG3,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Asus Z97-AR,343.33,LGA1150,atx,32,4,Black / Silver,DDR3,General,7.1
Asus MAXIMUS IX FORMULA,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
ASRock Z270 Extreme4,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
ASRock X370 Gaming-ITX/ac,225.04,AM4,mini itx,32,2,Black / Red,DDR4,General,6.32
MSI Z370M MORTAR,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
ASRock A320M-HDV R3.0,148.55,AM4,micro atx,32,2,Black,DDR4,General,6.32
MSI X470 GAMING PRO MAX,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
Asus TUF GAMING B460M-PLUS,165.61,LGA1200,micro atx,128,4,Black / Gold,DDR4,Gaming,12.52
ASRock Fatal1ty AB350 Gaming K4,207.86,AM4,atx,64,4,Black / Red,DDR4,General,9.55
ASRock H310CM-HDV/M.2,213.16,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
Supermicro C9X299-PG300F,929.24,LGA2066,atx,256,8,Black,DDR4,Design,20.0
Asus P5KPL-AM EPU,197.43,LGA775,micro atx,4,2,Multicolor,DDR3,General,2.48
ASRock H81M-HDS,186.47,LGA1150,micro atx,16,2,Brown / Black,DDR3,General,4.52
MSI B85-G43 GAMING,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI H110M PRO-VD PLUS,419.68,LGA1151,micro atx,32,2,Black / White,DDR4,General,5.55
ASRock AB350M-HDV,105.07,AM4,micro atx,32,2,Black / White,DDR4,General,6.32
Gigabyte Z370XP SLI (rev. 1.0),1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Gigabyte H510M-S2H-V2-rev-13,178.2,LGA1200,micro atx,64,4,Black,DDR4,Office,9.94
MSI MAG Z590 TORPEDO,161.29,LGA1200,atx,128,4,Black / Blue,DDR4,Gaming,12.52
Asus M5A97 LE R2.0,293.52,AM3+,atx,32,4,Black / Blue,DDR3,General,7.1
ASRock B85M Pro4,205.8,LGA1150,micro atx,32,4,Brown / Black,DDR3,General,7.1
Gigabyte GA-Z97X-GAMING 7,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
ASRock Z170 Pro4S,399.31,LGA1151,atx,64,4,Black / Orange,DDR4,General,8.77
MSI B150 PC Mate,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus B150 PRO GAMING/AURA,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-Z270-Gaming K3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI Z370 PC PRO,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus TUF B360M-PLUS GAMING S,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
EVGA X570 FTW WIFI,287.48,AM4,atx,128,4,Black,DDR4,Design,12.13
ASRock B760 Pro RS WiFi,182.25,LGA1700,atx,192,4,Black / Silver,DDR5,Gaming,15.48
Asus M5A78L-M LX PLUS,250.97,AM3+,micro atx,16,2,Black / Blue,DDR3,General,4.52
ASRock Z370M-ITX/ac,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
MSI Z370M GAMING PRO AC,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Asus PRIME B460M-K,138.44,LGA1200,micro atx,64,2,Silver / Black,DDR4,Office,8.0
Asus ROG STRIX B460-F GAMING,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Gigabyte Z490 UD AC,214.12,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
MSI X370 XPOWER GAMING TITANIUM,206.37,AM4,atx,64,4,Silver,DDR4,General,9.55
Gigabyte GA-Z97X-UD3H,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
MSI Z97-Gaming 3,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI H170 Gaming M3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Supermicro X10SRA,662.42,LGA2011-3,atx,512,8,Black / Blue,DDR3,Design,30.32
MSI A320M PRO-M2 V2,142.39,AM4,micro atx,32,2,Brown / Black,DDR4,General,6.32
ASRock Z690 PG Velocita,352.0,LGA1700,atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte H610M H,104.66,LGA1700,micro atx,64,2,Brown / Silver,DDR4,Office,8.39
Biostar H610MHP,107.97,LGA1700,micro atx,64,2,Brown / Black,DDR4,Office,8.39
ASRock X399 Phantom Gaming 6,569.41,STR4,atx,128,8,Black / Silver,DDR4,Design,14.84
Gigabyte B560M AORUS PRO,188.75,LGA1200,micro atx,128,4,Black,DDR4,Gaming,12.52
MSI 760GMA-P34(FX),190.06,AM3+,micro atx,16,2,Unknown,DDR3,General,4.52
MSI Z97-GAMING 7,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Asus Z170 PRO GAMING/AURA,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus MAXIMUS IX CODE,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus PRIME B250-PLUS,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI Z270 TOMAHAWK,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI X299 RAIDER,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
MSI Z270 GAMING PLUS,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI B350 TOMAHAWK PLUS,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
MSI H310M PRO-VDH,138.82,LGA1151,micro atx,32,2,Brown / Black,DDR4,General,5.55
ASRock H410M-HDV,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
ASRock EP2C602-4L/D16,618.15,2 X LGA2011,ssi eeb,512,16,Blue / White,DDR4,General,38.06
Asus H97-PLUS,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-Z97N-WIFI,308.72,LGA1150,mini itx,16,2,Black / Silver,DDR3,General,4.52
MSI X99S SLI Plus,491.26,LGA2011-3,atx,128,8,Black,DDR3,Design,14.84
MSI X370 SLI PLUS,281.35,AM4,atx,64,4,Black / White,DDR4,General,9.55
Gigabyte GA-AX370-Gaming K5,227.72,AM4,atx,64,4,Black / Orange,DDR4,General,9.55
Gigabyte GA-AX370-Gaming,201.84,AM4,atx,64,4,Black / Red,DDR4,General,9.55
MSI B560M PRO WIFI,199.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Gigabyte B760M AORUS PRO AX DDR4,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
EVGA Z690 CLASSIFIED,414.88,LGA1700,eatx,128,4,Black / Silver,DDR5,Gaming,12.9
Colorful CVN Z790D5 GAMING FROZEN V20,276.74,LGA1700,atx,192,4,Silver / Copper,DDR5,Gaming,15.48
ASRock B460M-ITX/ac,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
Asus P8H67-M PRO,291.35,LGA1155,micro atx,32,4,Unknown,DDR3,General,6.71
Gigabyte GA-Z87-HD3,335.15,LGA1150,atx,32,4,Black / Gray,DDR3,General,7.1
Asus Z97-PRO,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Asus X99-DELUXE II,653.21,LGA2011-3,atx,128,8,Black / White,DDR3,Design,14.84
Asus PRIME H310M-A,138.52,LGA1151,micro atx,32,2,Silver / Black,DDR4,General,5.55
Gigabyte B360M AORUS GAMING 3,334.25,LGA1151,micro atx,64,4,Black / Orange,DDR4,Office,8.77
Gigabyte B760M D2H DDR4,109.19,LGA1700,micro atx,64,2,Black,DDR4,Office,8.39
Asus PRIME A320I-K/CSM,245.73,AM4,mini itx,32,2,Black / Silver,DDR4,General,6.32
Gigabyte Z690 AORUS ELITE,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Asus PRIME H310M-D R2.0,145.83,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
Asus Z97M-PLUS,171.33,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Asus A68HM-K,155.46,FM2+,micro atx,32,2,Black / Gold,DDR3,General,5.16
Asus H110M-D,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Gigabyte GA-F2A68HM-S1,107.79,FM2+,micro atx,64,2,Black,DDR3,Office,6.45
Asus PRIME B250M-C-CSM,340.61,LGA1151,micro atx,64,4,Green / Black,DDR4,Office,8.77
Gigabyte GA-Z270N-WIFI,176.55,LGA1151,mini itx,32,2,Black / Gold,DDR4,General,5.55
ASRock Z270M Pro4,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
ASRock X370M-HDV,144.85,AM4,micro atx,32,2,Black / Silver,DDR4,General,6.32
ASRock Z390M Pro4,1358.11,LGA1151,micro atx,128,4,Black / Silver,DDR4,Office,11.35
MSI B550M PRO-VDH WIFI (CEC),138.29,AM4,micro atx,128,4,Black,DDR4,Office,12.13
Gigabyte Z490 AORUS ULTRA,399.99,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
Asus PRIME H270-PRO,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Asus TUF B350M-PLUS GAMING,142.78,AM4,micro atx,64,4,Black / Yellow,DDR4,Office,9.55
MSI Z370I GAMING PRO CARBON AC,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
Asus PRIME X570-P/CSM,241.52,AM4,atx,128,4,Black / Silver,DDR4,Design,12.13
MSI A520M PRO-VH,95.9,AM4,micro atx,64,2,Black,DDR4,Office,7.61
Biostar B650EGTQ,190.23,AM5,micro atx,128,4,Black / Blue,DDR5,Gaming,12.9
MSI PRO Z790-P,228.68,LGA1700,atx,128,4,Black / Silver,DDR5,Gaming,12.9
Biostar B660T-SILVER,179.97,LGA1700,mini itx,64,2,Silver / Black,DDR4,Office,8.39
Asus PRIME B360M-C/CSM,340.61,LGA1151,micro atx,64,4,Green / Black,DDR4,Office,8.77
ASRock X470 Master SLI,405.09,AM4,atx,64,4,Black,DDR4,General,9.55
Gigabyte Z690 UD,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Asus P5G41T-M LX,269.59,LGA775,micro atx,8,2,Black / Blue,DDR3,General,2.65
Gigabyte GA-P61-USB3-B3,751.71,LGA1155,atx,16,2,Blue / White,DDR3,General,4.13
Asus Z87-K,371.51,LGA1150,atx,32,4,Unknown,DDR3,General,7.1
Gigabyte GA-H81M-S2PV,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
Asus H97-PRO GAMER,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte GA-H170M-D3H,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
MSI B350 GAMING PRO CARBON,309.16,AM4,atx,64,4,Black,DDR4,General,9.55
MSI X299 TOMAHAWK ARCTIC,640.3,LGA2066,atx,256,8,White / Gray,DDR4,Design,20.0
ASRock Z370 Taichi,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock H310M-HDV,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Gigabyte H310M S2P,138.82,LGA1151,micro atx,32,2,Silver / Brown,DDR4,General,5.55
MSI B360M GAMING PLUS,1198.52,LGA1151,micro atx,32,2,Black / Red,DDR4,General,5.55
Asus TUF B360M-E GAMING,138.82,LGA1151,micro atx,32,2,Orange / Black,DDR4,General,5.55
Asus TUF B360-Plus Gaming,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
MSI H110M PRO-VH,139.15,LGA1151,micro atx,32,2,Brown / Silver,DDR4,General,5.55
ASRock Fatal1ty Z370 Gaming K6,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
Supermicro X10SLL-F,320.11,LGA1150,micro atx,32,4,Black / Green,DDR3,General,7.1
Intel DH61WWB3,427.66,LGA1155,micro atx,8,2,Green / Blue,DDR3,General,3.81
Asus P9X79 PRO,593.68,LGA2011,atx,64,8,Black / Blue,DDR3,General,12.26
Asus Rampage IV Gene,200.33,LGA2011,micro atx,32,4,Black / Red,DDR3,General,7.1
Asus P8B75-M LX PLUS,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
MSI Z170I GAMING PRO AC,1680.36,LGA1151,mini itx,32,2,Black / Red,DDR4,General,5.55
MSI Z270I GAMING PRO CARBON AC,203.32,LGA1151,mini itx,32,2,Black / Silver,DDR4,General,5.55
ASRock B460 Phantom Gaming 4,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
ASRock B760M-HDVP,108.21,LGA1700,micro atx,96,2,Black / Silver,DDR4,Office,9.68
Asus ROG STRIX B460-I GAMING,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
ASRock Z490 Phantom Gaming 4,230.86,LGA1200,atx,128,4,Black / Gray,DDR4,Gaming,12.52
MSI 970A-G46,293.52,AM3+,atx,32,4,Black / Blue,DDR3,General,7.1
Asus P8Z77-V,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ASRock 990FX Extreme9,413.41,AM3+,atx,64,4,Black / Gold,DDR3,General,8.39
Asus B85M-E/CSM,171.33,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Asus Maximus VI Impact,235.04,LGA1150,mini itx,16,2,Black / Red,DDR3,General,4.52
ASRock H81 Pro BTC,809.97,LGA1150,atx,16,2,Black / Silver,DDR3,General,4.52
ASRock Z97 Pro4,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Asus B150 PRO GAMING D3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus H110M-C D3,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
ASRock Fatal1ty Z270 Gaming K6,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus PRIME A320M-C R2.0,169.62,AM4,micro atx,32,2,Black / Gold,DDR4,General,6.32
Gigabyte GA-AX370-Gaming 3,206.37,AM4,atx,64,4,Brown / Red,DDR4,General,9.55
ASRock B360 Pro4,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock Fatal1ty X470 Gaming K4,166.54,AM4,atx,64,4,Black / Silver,DDR4,General,9.55
Biostar B450MX,118.01,AM4,micro atx,128,4,Brown / Black,DDR4,Office,12.13
Asus ROG Maximus XIII Apex,649.99,LGA1200,atx,64,2,Black,DDR4,General,8.0
Supermicro MBD-X11SCV-Q-O,349.99,LGA1151,mini itx,64,2,Green / Black,DDR4,Office,6.84
Asus PRIME X299-A,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
MSI H81M-E34,186.43,LGA1150,micro atx,16,2,Black / Silver,DDR3,General,4.52
Asus SABERTOOTH Z170 MARK 1,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus B150M-C,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
Gigabyte GA-Z170N-Gaming 5,1680.36,LGA1151,mini itx,32,2,Black / Red,DDR4,General,5.55
Supermicro X10SDV-8C-TLN4F,222.16,INTEGRATED XEON D-1541,mini itx,64,4,Green,DDR4,Office,8.39
Gigabyte B360M D3H,330.67,LGA1151,micro atx,64,4,Silver / Black,DDR4,Office,8.77
Gigabyte Z370 AORUS ULTRA GAMING WIFI,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
ASRock Z390 STEEL LEGEND,327.86,LGA1151,atx,128,4,Silver / Black,DDR4,Design,11.35
MSI Creator X299,995.08,LGA2066,eatx,256,8,Black / Silver,DDR4,Design,20.0
ECS H81H3-M4 (V1.0A),186.79,LGA1150,micro atx,16,2,Brown / Gray,DDR3,General,4.52
Asus WS X299 PRO,517.0,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
Biostar B560M-SILVER,192.65,LGA1200,micro atx,128,4,Silver / Black,DDR4,Gaming,12.52
Supermicro C7X99-OCE-O,700.0,LGA2011-3,atx,128,8,Black / Blue,DDR3,Design,14.84
Gigabyte H410M S2 V2,137.79,LGA1200,micro atx,64,2,Gray / Black,DDR4,Office,8.0
Asus X99-E WS/USB 3.1,671.82,LGA2011-3,ssi ceb,128,8,Black / Silver,DDR3,General,14.84
Intel DH61CRB3,427.66,LGA1155,micro atx,8,2,Green / Blue,DDR3,General,3.81
ASRock H61M-DGS,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
ASRock X99 Extreme11,746.48,LGA2011-3,eatx,128,8,Black / Blue,DDR3,Design,14.84
Gigabyte GA-B150M-DS3H,460.28,LGA1151,micro atx,64,4,Black,DDR4,Office,8.77
Asus H61M-K,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
MSI B350M PRO-VD PLUS,142.39,AM4,micro atx,32,2,Brown / Black,DDR4,General,6.32
Gigabyte Z370M DS3H,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
ASRock H81M-VG4 R3.0,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
Gigabyte Z790 AORUS ELITE,259.58,LGA1700,atx,128,4,Black,DDR5,Gaming,12.9
Gigabyte Q670M D3H,179.99,LGA1700,micro atx,128,4,Brown / Gray,DDR5,Gaming,12.9
ASRock Z490M-ITX/ac,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
Asus PRIME B760M-A WIFI D4-CSM,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte B460 AORUS PRO AC,285.27,LGA1200,atx,128,4,Black / Silver,DDR4,Gaming,12.52
MSI MAG B760M MORTAR,162.42,LGA1700,micro atx,128,4,Silver / Black,DDR5,Gaming,12.9
Gigabyte GA-X58A-UD3R,438.55,LGA1366,atx,24,6,Blue / White,DDR3,General,8.71
MSI Z87-GD65 Gaming,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
MSI B85M-G43,265.45,LGA1150,micro atx,32,4,Black / Blue,DDR3,General,7.1
Gigabyte GA-970A-UD3P,335.15,AM3+,atx,32,4,Black / Gray,DDR3,General,7.1
Gigabyte GA-F2A88XM-D3H,138.48,FM2+,micro atx,64,4,Unknown,DDR3,Office,8.39
Gigabyte GA-H81M-DS2V,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
MSI A78M-E35,242.06,FM2+,micro atx,32,2,Black / Blue,DDR3,General,5.16
Supermicro H8DG6-F,761.74,2 X G34,eatx,512,16,Black / Blue,DDR4,Design,38.06
Gigabyte Z370 AORUS Gaming 3 (rev. 1.0),1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
NZXT N7 Z370,399.31,LGA1151,atx,64,4,White / Black,DDR4,General,8.77
Asus PRIME H310M-E,138.52,LGA1151,micro atx,32,2,Silver / Black,DDR4,General,5.55
Asus TUF H310M-PLUS GAMING,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
Gigabyte X399 AORUS XTREME,834.25,STR4,eatx,128,8,Black / Silver,DDR4,Design,14.84
ASRock Z390 Phantom Gaming SLI/ac,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
Gigabyte X399 AORUS PRO,569.41,STR4,atx,128,8,Black / Silver,DDR4,Design,14.84
