name,price,style,switches,backlit,tenkeyless,connection_type,color,purpose,performance_score
Ducky DK9087S2-RUSALW,93.77,Slim,Cherry MX Red,White,True,Wired,Black,Compact,79.0
Ducky DK2108-BUSLLA,204.96,Gaming,Cherry MX Brown,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK2108-RUSLLA,201.31,Gaming,Cherry MX Red,Green,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008G2 PRO,122.62,Gaming,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
Ducky DK9008G2PRO-BUSLLA,160.1,Gaming,Cherry MX Brown,None,False,Wired,Black,Premium Gaming,58.0
Ducky DK9008S2-AUSALT,92.22,Gaming,Cherry MX Black,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-BUSALT,165.93,Gaming,Cherry MX Brown,Orange,False,Wired,Black,Premium Gaming,79.0
Ducky DK9008S2-CUSALT,120.95,Gaming,Cherry MX Blue,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008S2-RUSALT,110.84,Gaming,Cherry MX Red,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9087G2PRO-CUSLLA,132.63,Slim,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Ducky DK9087G2 PRO,152.23,Slim,Cherry MX Red,None,True,Wired,Black,Compact,58.0
Cherry J82-16001LPNEU-0,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cherry Ultra-Slim Compact Covered,156.0,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Cherry XS G84-5400 Trackball Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Cherry KW 6000 Keyboard,117.48,Slim,None,None,True,Bluetooth Wireless,Black / Silver,Compact,50.0
Cooler Master Quick Fire Stealth,130.35,Gaming,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Cooler Master SGK-4000-GKCR2-US,152.75,Standard,Cherry MX Red,None,True,Wired,Black,Compact,58.0
A4Tech My Kids,53.55,Mini,None,None,False,Wired,Pink,Compact,38.0
Gigabyte GK-OSMIUM BRN,257.87,Gaming,Cherry MX Brown,White,False,Wired,Black,Premium Gaming,79.0
MSI CK Series,152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Mad Catz V.7,130.89,Gaming,None,Red,False,Wired,Black / Silver,Mid-Range Gaming,59.0
Mad Catz S.T.R.I.K.E.5,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Mad Catz V5,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Mad Catz Eclipse III,198.69,Standard,None,Multicolor,False,Wired,Black,Mid-Range Gaming,59.0
Cobra 8TTL26R0P85403,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Gear Head Windows Media Pro II USB Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Gear Head KB5125W,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Logitech MKTPLS+DELETE,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Genius Imperator,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
HP B1T13AT#ABA,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
HP KF886AA#ABA,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
HP QY449AT#ABA,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Logisys KBMS801WG,45.76,Standard,None,None,False,Wired,Green / White,Office/Budget,38.0
Ducky DK9008G2PRO-AUSPHH,117.22,Gaming,Cherry MX Black,None,False,Wired,Gray / Black,Mid-Range Gaming,58.0
Ducky DK9008G2PRO-CUSPHH,127.43,Gaming,Cherry MX Blue,None,False,Wired,Gray / Black,Mid-Range Gaming,58.0
Ducky DK9008G2PRO-RUSPHH,135.1,Gaming,Cherry MX Red,None,False,Wired,Gray / Black,Mid-Range Gaming,58.0
A4Tech A-Shape Natural Keyboard,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
A4Tech Natural_A,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
A4Tech Xslim,85.11,Slim,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
Corsair Raptor K50,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Ergoguys DataCal,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Ergoguys KWD-100,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Ergoguys KWD-101,63.35,Standard,None,None,False,Wireless,Pink / White,Mid-Range Gaming,50.0
Ergoguys KWD-102,69.28,Slim,None,None,False,Wireless,White,Mid-Range Gaming,50.0
Ergoguys Wireless Keyboard Multimedia With Trackball,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Razer Blackwidow,128.33,Gaming,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Razer Marauder StarCraft II Heart of the Swarm,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
SMK-Link VersaPoint,47.52,Standard,None,None,True,Wireless,Black,Office/Budget,50.0
SMK-Link VP6630,82.64,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Saitek V5,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
SolidTek 3920BU,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SolidTek KB-2070MSU,47.4,Slim,None,None,False,Wired,Blue / White,Office/Budget,38.0
SolidTek KB-260 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Chester Creek Technologies VisionBoard WVBW Keyboard,139.74,Ergonomic,None,None,False,Wireless,White / Black,Mid-Range Gaming,50.0
Genius 31310053101,58.87,Gaming,None,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Grandtec FLX2000KIT,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
HP DT528A#ABM,45.76,Standard,None,None,False,Wired,Blue / White,Office/Budget,38.0
HP KF885AA#ABA,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
HP Elite v2 Keyboard,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Lenovo N5902,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Microsoft Sculpt Mobile Keyboard,199.96,Ergonomic,None,None,True,Bluetooth Wireless,Black,Compact,50.0
SolidTek KB-260-BU-SP,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SolidTek KB-IN87KB,66.22,Mini,None,None,False,Wired,Black,Compact,38.0
SteelSeries 64105,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Thermaltake MEKA G1 Keyboard,122.62,Gaming,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
i-rocks BT-6460-BK,82.64,Slim,None,None,True,Bluetooth Wireless,Black,Compact,50.0
i-rocks IRK01BN-BK,70.51,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
i-rocks IRK01WN-BK,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
i-rocks K10,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
i-rocks KR-6401-WH,31.69,Slim,None,None,False,Wired,White,Office/Budget,38.0
i-rocks RF-6490-BK,34.1,Mini,None,None,False,Wireless,Black,Compact,50.0
Ducky DK9008G2PRO-AUSPHS,279.52,Gaming,Cherry MX Black,None,False,Wired,Black / Blue,Premium Gaming,58.0
Ducky DK9008G2PRO-BUSPHS,294.54,Gaming,Cherry MX Brown,None,False,Wired,Black / Blue,Premium Gaming,58.0
Ducky DK9008G2PRO-RUSPHS,285.78,Gaming,Cherry MX Red,None,False,Wired,Black / Blue,Premium Gaming,58.0
A4Tech Natural_A X-Slim,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Adesso Industrial Scissor-Switch Touchpad Keyboard,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Gigabyte KM5300,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Vortex POKER,126.63,Mini,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Vortex POKER PBT,126.63,Mini,Cherry MX Black,None,True,Wired,Black,Compact,58.0
Vortex KBT RACE Pink Limited,80.84,Mini,Cherry MX Blue,White,True,Wired,Pink,Compact,79.0
Vortex KBT PURE LIMITED,119.68,Mini,Cherry MX Brown,Orange,True,Wired,Black,Compact,79.0
Cherry G81-8000LPAUS-2,118.52,Standard,Cherry MY,None,False,Wired,Black,Mid-Range Gaming,38.0
Ducky Zero Shine Blue LED Keyboard,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky Zero Shine Orange LED Keyboard,165.93,Gaming,Cherry MX Brown,Orange,False,Wired,Black,Premium Gaming,79.0
Belkin Universal Wireless Keyboard with iPad Shortcut Keys,95.16,Mini,None,None,True,Bluetooth Wireless,Black,Compact,50.0
Orico ORICO GK800 multimedia Ergonomic Gaming Game USB Wired Keyboard PC,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Zalman K300M,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Zalman K350M,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
matias FK205,44.83,Slim,None,None,False,Wired,Black,Office/Budget,38.0
matias Quiet Pro Keyboard for Mac,108.45,Standard,ALPS White,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
matias Quiet Pro Keyboard for PC,130.63,Standard,ALPS White,None,False,Wired,Black,Mid-Range Gaming,38.0
Cooler Master SGK-4000-GKCG2-US,147.93,Standard,Cherry MX Brown,None,True,Wired,Black,Compact,58.0
Das Keyboard Das Keyboard Professional Keyboard with Quiet Keys,152.42,Standard,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
HP Stylish USB Keyboard and Mouse,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
AZIO Backlit Bluetooth 3.0 Keyboard for Tablets,118.54,Mini,None,Blue,True,Bluetooth Wireless,Black,Compact,71.0
Genius K5,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Genius K7,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Key Ovation Go!2 Mobile Keyboard - PC & Mac - USB,46.25,Mini,None,None,True,Wired,Black,Compact,38.0
Logitech LX310,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Logitech MK560,85.26,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Ducky Shine II special version,169.29,Gaming,Cherry MX Brown,Orange,False,Wired,White / Black,Premium Gaming,79.0
Corsair Raptor K30,130.89,Gaming,None,Red,False,Wired,Black / Silver,Mid-Range Gaming,59.0
Favi FE01-BL,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Max Keyboard Nighthawk-X8 White LED,156.27,Standard,Cherry MX Brown,White,False,Wired,Black,Mid-Range Gaming,79.0
Favi FE02RF-BL,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Ducky DK9008 Shine 3 Blue LED Backlit (Black Cherry MX),93.63,Standard,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Green LED Backlit (Black Cherry MX),190.53,Standard,Cherry MX Black,Green,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Magenta LED Backlit (Black Cherry MX),98.19,Standard,Cherry MX Black,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Orange LED Backlit (Black Cherry MX),98.19,Standard,Cherry MX Black,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Blue LED Backlit (Brown Cherry MX),137.53,Standard,Cherry MX Brown,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Green LED Backlit (Brown Cherry MX),182.61,Standard,Cherry MX Brown,Green,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Magenta LED Backlit (Brown Cherry MX),138.02,Standard,Cherry MX Brown,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Red LED Backlit (Brown Cherry MX),93.78,Standard,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Orange LED Backlit (Brown Cherry MX),138.02,Standard,Cherry MX Brown,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Blue LED Backlit (Blue Cherry MX),103.09,Standard,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Green LED Backlit (Blue Cherry MX),199.71,Standard,Cherry MX Blue,Green,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Magenta LED Backlit (Blue Cherry MX),107.64,Standard,Cherry MX Blue,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Red LED Backlit (Blue Cherry MX),152.3,Standard,Cherry MX Blue,Red,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Orange LED Backlit (Blue Cherry MX),107.27,Standard,Cherry MX Blue,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky Ducky DK9008 Shine 3 White LED Backlit (Blue Cherry MX),92.86,Standard,Cherry MX Blue,White,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Blue LED Backlit (Red Cherry MX),120.53,Standard,Cherry MX Red,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Green LED Backlit (Red Cherry MX),197.99,Standard,Cherry MX Red,Green,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Magenta LED Backlit (Red Cherry MX),123.95,Standard,Cherry MX Red,Purple,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9008 Shine 3 Orange LED Backlit (Red Cherry MX),123.95,Standard,Cherry MX Red,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Black Cherry MX),93.46,Standard,Cherry MX Black,Blue,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Green LED Backlit (Black Cherry MX),186.82,Standard,Cherry MX Black,Green,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Black Cherry MX),97.84,Standard,Cherry MX Black,Purple,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Red LED Backlit (Black Cherry MX),122.54,Standard,Cherry MX Black,Red,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Black Cherry MX),97.84,Standard,Cherry MX Black,Orange,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL White LED Backlit (Black Cherry MX),73.95,Standard,Cherry MX Black,White,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Brown Cherry MX),126.01,Standard,Cherry MX Brown,Blue,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Green LED Backlit (Brown Cherry MX),178.78,Standard,Cherry MX Brown,Green,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Brown Cherry MX),126.51,Standard,Cherry MX Brown,Purple,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Brown Cherry MX),126.51,Standard,Cherry MX Brown,Orange,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL White LED Backlit (Brown Cherry MX),137.66,Standard,Cherry MX Brown,White,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Green LED Backlit (Blue Cherry MX),194.98,Standard,Cherry MX Blue,Green,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Blue Cherry MX),108.45,Standard,Cherry MX Blue,Purple,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Red LED Backlit (Blue Cherry MX),147.48,Standard,Cherry MX Blue,Red,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Blue Cherry MX),108.08,Standard,Cherry MX Blue,Orange,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL White LED Backlit (Blue Cherry MX),86.26,Standard,Cherry MX Blue,White,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Blue LED Backlit (Red Cherry MX),117.55,Standard,Cherry MX Red,Blue,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Green LED Backlit (Red Cherry MX),192.24,Standard,Cherry MX Red,Green,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Magenta LED Backlit (Red Cherry MX),120.55,Standard,Cherry MX Red,Purple,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Red LED Backlit (Red Cherry MX),137.61,Standard,Cherry MX Red,Red,True,Wired,Black,Compact,79.0
Ducky DK9087 Shine 3 TKL Orange LED Backlit (Red Cherry MX),120.55,Standard,Cherry MX Red,Orange,True,Wired,Black,Compact,79.0
Gigabyte GK-FORCE K7,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
Deck Legend Ice Tactile,88.12,Standard,Cherry MX Clear,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Deck Legend Fire,125.19,Standard,Cherry MX Black,Red,False,Wired,Black,Mid-Range Gaming,79.0
Deck 82 Ice,91.34,Mini,Cherry MX Black,Blue,True,Wired,Black,Compact,79.0
Deck Legend ToXiC,190.53,Standard,Cherry MX Black,Green,False,Wired,Black,Mid-Range Gaming,79.0
DSI Left Handed,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
DSI Modular Mac,152.23,Slim,Cherry MX Red,None,True,Wired,Black,Compact,58.0
iOne Xarmor U9,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
iOne Xarmor U9W,142.3,Standard,Cherry MX Brown,None,False,Wireless,Black,Mid-Range Gaming,70.0
iOne Scorpius M10,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Keycool 108,124.88,Standard,Cherry MX Black,Multicolor,False,Wired,Black,Mid-Range Gaming,79.0
Keycool Grey Version 84,119.2,Mini,Cherry MX Black,Red,True,Wired,Black,Compact,79.0
Keycool White Version 84,112.25,Mini,Cherry MX Black,Red,True,Wired,White,Compact,79.0
Keycool White Version 87,85.8,Mini,Cherry MX Black,Blue,True,Wired,White,Compact,79.0
Keycool 87,93.15,Mini,Cherry MX Black,Multicolor,True,Wired,Black,Compact,79.0
Thermaltake MEKA G-Unit Battle Edition,106.74,Gaming,Cherry MX Black,None,False,Wired,Green / Black,Mid-Range Gaming,58.0
Max Keyboard Nighthawk X8 Green,182.61,Standard,Cherry MX Brown,Green,False,Wired,Black,Mid-Range Gaming,79.0
Max Keyboard Nighthawk X8 Orange,138.02,Standard,Cherry MX Brown,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Max Keyboard Nighthawk X9 White,87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Tex Beetle,132.26,Mini,Cherry MX Black,None,True,Wired,Black / White,Compact,58.0
Topre Type Heaven,118.52,Standard,Topre 45g,None,False,Wired,Black,Mid-Range Gaming,38.0
Chester Creek Technologies BBK,73.11,Standard,None,None,True,Bluetooth Wireless,Multicolor,Compact,50.0
Vortex KBT RACE TKL,122.95,Mini,Cherry MX White,None,False,Wired,Black,Compact,58.0
Cobra K701,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Vortex KBT PURE PBT,123.99,Mini,Cherry MX White,None,True,Wired,Black,Compact,58.0
Cooler Master CM Storm QuickFire TK - Limited Edition White,96.4,Standard,Cherry MX Red,White,False,Wired,Black / White,Mid-Range Gaming,79.0
Adesso WKB-4210UB,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Ergoguys CD1060,28.32,Standard,None,None,False,Wired,Black / Yellow,Office/Budget,38.0
Genius Manticore,48.51,Gaming,None,RGB,False,Wired,Black / Red,Mid-Range Gaming,68.0
Genius K9,59.91,Gaming,None,RGB,False,Wired,Blue,Mid-Range Gaming,68.0
Keycool KC84BLA-R,93.15,Mini,Cherry MX Black,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84BLUE-B,112.48,Mini,Cherry MX Blue,Multicolor,False,Wired,Black,Compact,79.0
Keycool KC84BLUE-W,100.04,Mini,Cherry MX Blue,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84BROWN-G,111.79,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84RED-B,111.45,Mini,Cherry MX Red,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84RED-G,111.45,Mini,Cherry MX Red,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84RED-W,111.45,Mini,Cherry MX Red,Multicolor,True,Wired,Black,Compact,79.0
Mad Catz S.T.R.I.K.E. 3 White,51.26,Gaming,None,None,False,Wired,Black / White,Mid-Range Gaming,38.0
Mad Catz S.T.R.I.K.E. 3 Black,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Perixx PERIBOARD-710PLUS,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Perixx PERIBOARD-804i,82.09,Slim,None,None,True,Bluetooth Wireless,White / Silver,Compact,50.0
Perixx PERIBOARD-512B,103.43,Ergonomic,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Perixx PERIBOARD-512W,219.67,Ergonomic,None,None,False,Wired,White,Mid-Range Gaming,38.0
Perixx PERIBOARD-716,47.52,Standard,None,None,True,Wireless,Black,Office/Budget,50.0
Perixx 10980,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Perixx 10991,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Perixx PERIDUO-710B,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Perixx PX-2000,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
Perixx PX-5000,79.4,Standard,Cherry MX Black,White,False,Wired,Black,Mid-Range Gaming,79.0
Perixx PERIBOARD-514PLUS,49.99,Mini,None,None,False,Wired,Black,Compact,38.0
Perixx PX-3000,108.27,Gaming,None,Blue,False,Wired,Black,Mid-Range Gaming,59.0
ROCCAT Ryos MK,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
ROCCAT Ryos MK Glow,90.42,Gaming,Cherry MX Black,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Razer Battlefield 4 BlackWidow Ultimate,120.95,Gaming,Cherry MX Blue,Orange,False,Wired,Black,Mid-Range Gaming,79.0
Zalman ZM-K500,125.08,Mini,Kailh Red,None,True,Wired,Black / Red,Compact,50.0
Genius LED Backlight Gaming Keyboard,116.97,Gaming,None,Blue,False,Wired,Black / Blue,Mid-Range Gaming,59.0
Genius SlimStar T8020 Wireless Multi-TouchPad,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Gyration Classic Compact Wireless Keyboard,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Gyration Classic Full-Size Wireless Keyboard,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
IOGEAR GKM681RW4,34.1,Mini,None,None,False,Wireless,Black,Compact,50.0
Keycool KC84BLA-G,93.15,Mini,Cherry MX Black,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84BROWN-B,111.79,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,Compact,79.0
Keycool KC84BROWN-W,111.79,Mini,Cherry MX Brown,Multicolor,True,Wired,Black,Compact,79.0
Lenovo Multimedia Remote Keyboard N5902 (Non-backlit),47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Logitech 920-000021,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Logitech Value 100,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Perixx PERIDUO-703W,48.13,Standard,None,None,False,Wireless,White,Office/Budget,50.0
Perixx PERIBOARD-717,47.27,Mini,None,None,True,Wireless,Black,Compact,50.0
Perixx PX-1000,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Rosewill STRIKER RK-6000,118.52,Standard,ALPS Blue,None,False,Wired,Black,Mid-Range Gaming,38.0
Alienware TactX,172.56,Gaming,None,Multicolor,False,Wired,Black / Silver,Premium Gaming,59.0
Rosewill RK500,58.94,Standard,None,None,False,Wired,Black / Silver,Mid-Range Gaming,38.0
AZIO Wireless HTPC Keyboard,119.22,Slim,None,None,True,Wireless,Black,Compact,50.0
Belkin B2B061,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Belkin B2B063,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Cobra Mazer Type-X,72.79,Gaming,None,None,False,Wired,Black / Blue,Mid-Range Gaming,38.0
KeyTronic KT400U4 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Prestige Bakker Elkhuizen Compact Usb Keyboard,47.4,Slim,None,None,False,Wired,Silver,Office/Budget,38.0
Rosewill Apollo RK-9100xB,119.78,Gaming,Cherry MX Blue,Blue,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill Apollo RK-9100xBBR,166.02,Gaming,Cherry MX Brown,Blue,False,Wired,Black,Premium Gaming,79.0
Rosewill Apollo RK-9100xR,152.15,Gaming,Cherry MX Blue,Red,False,Wired,Black,Premium Gaming,79.0
Rosewill Apollo RK-9100xRBR,80.29,Gaming,Cherry MX Brown,Red,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill RK-9200BL,117.63,Slim,Cherry MX Black,Multicolor,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill RK-9200BU,121.19,Slim,Cherry MX Blue,Multicolor,False,Wired,Black,Mid-Range Gaming,79.0
Rosewill RK-9200RE,130.99,Slim,Cherry MX Red,Multicolor,False,Wired,Black,Mid-Range Gaming,79.0
i-rocks KR-6401-BK,34.49,Slim,None,None,False,Wired,Black,Office/Budget,38.0
i-rocks KR-6820E-BK,80.36,Gaming,None,Orange,False,Wired,Black,Mid-Range Gaming,59.0
Thermaltake eSPORTS POSEIDON Illuminated,166.02,Gaming,Cherry MX Brown,Blue,False,Wired,Black,Premium Gaming,79.0
Deck Francium Pro,137.66,Standard,Cherry MX Brown,White,True,Wired,Black,Compact,79.0
Gear Head KB5195W,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Ergoguys CD1104 Japanese and English,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Ergoguys CD1122,28.32,Standard,None,None,False,Wired,Black / Yellow,Office/Budget,38.0
Genius SlimStar i250,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Razer DeathStalker Essential,182.12,Gaming,None,None,False,Wired,Black,Premium Gaming,38.0
Rosewill Micro RK-9000 BL,125.26,Mini,Cherry MX Blue,None,True,Wired,Black,Compact,58.0
Rosewill Micro RK-9000 BR,140.0,Mini,Cherry MX Brown,None,True,Wired,Black / Silver,Compact,58.0
SIIG USB Compact Multimedia Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
SIIG USB Slim Ergonomic Multimedia Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Zalman ZM-K380 Combo,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
